,Timestamp,ID,Paste your results here.
114,4/17/2022 20:26:41,29,"researchdle X/6 139.2
4 iris
⬛⬛⬛⬛
⬛🟨⬛⬛
⬛⬛⬛⬛
⬛🟩🟩⬛
⬛🟩🟩⬛
⬛🟩🟩🟩"
115,4/17/2022 20:38:42,29,"researchdle X/6 697.038
6 wildly
⬛⬛⬛⬛⬛⬛
⬛⬛🟩🟨⬛⬛
⬛⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛⬛
🟩🟩⬛⬛⬛⬛
🟩🟩🟩🟨⬛⬛"
116,4/17/2022 20:42:05,29,"researchdle 5/6 184.239
5 welch
⬛⬛⬛⬛🟨
🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
🟩🟨⬛🟨🟨
🟩🟩🟩🟩🟩
"
117,4/17/2022 20:42:23,29,"researchdle 4/6 9.811
4 lake
⬛⬛🟨🟨
⬛⬛⬛⬛
⬛⬛🟩🟩
🟩🟩🟩🟩"
118,4/17/2022 20:45:39,29,"researchdle 6/6 183.084
6 ritual
⬛🟨🟨⬛⬛⬛
⬛🟨⬛⬛🟨⬛
⬛🟨🟨⬛⬛⬛
⬛⬛🟨🟨⬛⬛
🟩🟩⬛⬛🟨⬛
🟩🟩🟩🟩🟩🟩"
119,4/17/2022 20:47:54,29,"researchdle 5/6 125.903
4 dock
⬛🟩⬛⬛
⬛⬛🟨⬛
⬛⬛⬛⬛
⬛⬛⬛🟨
🟩🟩🟩🟩"
120,4/17/2022 20:49:20,29,"researchdle 3/6 77.112
5 scrub
🟩⬛⬛🟨⬛
🟨🟨⬛⬛⬛
🟩🟩🟩🟩🟩"
121,4/17/2022 20:54:44,29,"researchdle 6/6 314.194
4 easy
⬛⬛🟨⬛
⬛⬛⬛🟨
⬛⬛⬛⬛
⬛🟩⬛⬛
⬛🟩⬛🟨
🟩🟩🟩🟩"
122,4/17/2022 20:55:30,29,"researchdle X/6 37.542
7 epitaph
⬛⬛⬛⬛🟨🟨⬛
⬛⬛⬛⬛🟩⬛⬛
⬛⬛⬛⬛⬛🟨⬛
🟨🟨⬛⬛⬛🟨⬛
🟨⬛🟨⬛⬛🟨⬛
🟨🟨⬛⬛⬛⬛⬛"
123,4/17/2022 20:57:06,29,"researchdle 6/6 88.602
4 bulb
⬛🟩⬛⬛
⬛⬛⬛⬛
⬛⬛⬛🟨
⬛🟩⬛⬛
🟩⬛⬛⬛
🟩🟩🟩🟩"
124,4/17/2022 23:17:40,37,"researchdle X/6 470.868
7 revival
⬛🟨🟨⬛🟨🟨⬛
🟩🟩🟨⬛⬛⬛⬛
🟩🟩⬛⬛🟨🟨⬛
🟩🟩🟨🟩⬛⬛⬛
🟩🟩⬛🟩🟨⬛⬛
🟩🟩⬛🟩🟨🟨⬛"
125,4/17/2022 23:29:01,37,"researchdle 4/6 452.239
6 policy
🟨⬛⬛⬛⬛⬛
🟨🟩⬛⬛🟨⬛
⬛🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩🟩"
126,4/17/2022 23:37:19,37,"researchdle 5/6 93.471
6 placid
⬛⬛🟩⬛⬛⬛
⬛⬛🟩🟨⬛⬛
⬛🟩🟩⬛⬛🟩
⬛🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩🟩"
127,4/17/2022 23:52:18,37,"researchdle 3/6 786.968
6 yearly
🟨⬛⬛🟨⬛⬛
🟩🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩🟩"
128,4/18/2022 0:14:39,37,"researchdle 5/6 55.39
4 mute
🟨⬛⬛⬛
⬛🟨🟩⬛
🟩⬛🟩🟩
🟩⬛🟩🟩
🟩🟩🟩🟩"
129,4/18/2022 21:45:03,83,"researchdle 5/6 332.69
7 locally
⬛⬛🟨⬛⬛⬛⬛
⬛⬛⬛🟩⬛⬛⬛
🟨🟨⬛⬛⬛⬛🟩
⬛🟩🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩"
130,4/18/2022 21:55:05,83,"researchdle 5/6 589.3
7 burgess
🟨⬛⬛🟨⬛⬛🟨
🟨🟨⬛⬛⬛🟨⬛
⬛⬛⬛⬛🟩⬛⬛
⬛🟩⬛🟩🟩🟨🟩
🟩🟩🟩🟩🟩🟩🟩"
131,4/18/2022 21:55:55,83,"researchdle 5/6 41.032
4 huge
⬛⬛⬛⬛
⬛⬛⬛⬛
⬛⬛⬛⬛
⬛🟩⬛🟨
🟩🟩🟩🟩"
132,4/18/2022 21:47:29,59,"researchdle 5/6 183.496
7 alchemy
🟨⬛🟨⬛⬛⬛🟨
🟩⬛⬛⬛⬛⬛⬛
🟩🟩⬛⬛⬛⬛⬛
🟩🟩⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩🟩🟩"
133,4/18/2022 21:49:52,59,"researchdle X/6 122.247
7 primary
⬛⬛⬛⬛⬛🟨🟨
🟨⬛⬛⬛⬛🟨🟩
🟨⬛⬛⬛⬛🟩🟩
🟨🟨🟨⬛⬛🟩🟩
🟨🟨⬛🟨⬛⬛⬛
🟨⬛🟨🟨🟨⬛⬛"
134,4/18/2022 21:52:59,59,"researchdle X/6 91.969
4 herb
🟨🟨⬛🟨
⬛⬛⬛🟨
🟨⬛🟩⬛
⬛⬛🟩🟩
⬛🟩🟩🟩
⬛🟩🟩🟩"
135,4/18/2022 21:53:40,59,"researchdle 5/6 29.425
4 hard
⬛🟨⬛⬛
⬛⬛⬛⬛
🟨🟩⬛⬛
⬛🟩🟩🟩
🟩🟩🟩🟩
"
136,4/18/2022 22:23:07,59,"researchdle X/6 197.86
6 murmur
⬛⬛⬛⬛⬛🟩
⬛⬛🟨🟨⬛⬛
⬛⬛🟨⬛⬛🟩
⬛⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛🟩"
137,4/19/2022 2:04:40,83,"researchdle 6/6 290.517
7 runaway
⬛⬛🟨⬛🟨⬛⬛
⬛🟨🟨⬛⬛🟩⬛
⬛⬛🟨⬛🟨⬛⬛
⬛⬛🟩⬛⬛🟩⬛
⬛🟨🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩🟩🟩"
